사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec-19,분당선,1866,상갈,23,0,3220,435,9253,2895,21006,6522,24606,10756,16015,5264,12177,4773,10510,5197,9560,6311,9055,6935,8150,7441,8462,9106,10049,11391,12839,14945,13052,17993,7027,16380,4714,13409,4205,12111,2343,11496,1046,8475,89,1653,0,0,0,0,0,0
Dec-19,분당선,1867,청명,27,1,2009,929,6216,1585,18411,4906,20442,9511,10614,3838,7525,3637,6827,3519,6845,4771,6788,5559,5835,5361,7042,5922,8211,8760,9157,9585,10216,13439,4672,13704,3481,9566,2780,8952,2357,8506,1086,6027,126,1716,0,0,0,0,0,0
Dec-19,분당선,1868,영통,99,1,2339,1295,7085,3826,18449,7997,21679,26350,14361,19647,12004,13574,12863,13662,14325,15029,15658,16134,15774,15620,17962,16604,22228,19435,26789,24611,30590,31531,16830,24755,15486,16649,17316,15874,16819,14971,7964,9496,1172,3071,0,0,0,0,0,0
Dec-19,분당선,1869,망포,66,2,4498,2411,17781,8018,49543,20172,52946,40956,27758,16759,19186,9617,19141,10961,19636,11786,19041,13683,17415,15228,19272,18269,23669,21255,34989,31324,47018,45304,23619,45034,18046,29994,16657,26598,13522,26021,5583,16074,670,5418,0,0,0,0,0,0
Dec-19,분당선,1870,매탄권선,79,0,2590,699,7721,1620,18051,3970,20043,10096,11533,5644,8049,3363,7586,3704,7975,4206,8133,4496,6476,5757,7023,7038,8559,8217,11178,12111,9923,16929,5369,15228,3773,10359,3545,10127,2710,9677,1200,6726,100,1865,0,0,0,0,0,0
Dec-19,분당선,1871,수원시청,570,6,7446,1628,11269,5804,24514,12749,26180,43830,15098,33048,13481,17815,15204,19868,19582,18382,19667,22061,20215,20868,23225,20903,27631,23779,31116,34447,38503,49327,24127,45533,24293,26991,22696,22912,22101,17536,10527,14672,949,3742,0,0,0,0,0,0
Dec-19,분당선,1872,매교,358,20,2137,422,3439,1157,7483,3031,9449,13120,5833,4907,4313,3431,4412,3354,4633,3482,5786,4063,3785,3795,4200,3967,5167,5438,8036,6352,5575,8401,2638,5738,1819,3772,1636,3706,1419,3385,340,2224,30,741,0,0,0,0,0,0
Dec-19,일산선,1948,원흥,199,4,5558,532,13558,6628,38892,7096,42535,11456,24873,9625,17911,6943,15324,7322,15370,8908,14758,11025,12607,11847,12849,14190,15705,17052,17253,22096,16124,28666,8114,31864,6516,19243,5839,18174,4888,18489,2391,12669,413,4580,1,72,0,0,0,0
Dec-19,일산선,1949,지축,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-19,일산선,1950,삼송,490,2,7221,1322,24703,11828,73247,12928,79061,30202,44800,19203,34036,16668,29764,19374,29924,24562,29936,27882,25523,28260,27385,33988,34310,36556,38374,42156,35701,62761,22716,58260,17069,36166,16013,37127,17186,32171,4515,18692,736,6438,3,273,0,0,0,0
Dec-19,일산선,1951,원당,157,3,8889,954,20404,6039,47021,8070,51974,13908,31843,10987,25112,9672,22396,12240,22442,13446,20923,14128,18250,16675,17768,20221,18869,24683,19923,30306,18522,38699,9942,38197,7113,25748,6308,23820,4393,24980,2040,15712,205,4308,0,9,0,0,0,0
Dec-19,일산선,1952,화정,156,3,10278,1487,23659,7904,58156,12895,62392,34319,41389,29457,34836,25370,34130,27721,36841,28793,38761,31341,37855,35945,38791,42696,40380,44757,40091,53118,37057,69017,22505,61962,18609,38808,20738,35342,18115,33624,8502,22458,1436,5802,1,0,0,0,0,0
Dec-19,일산선,1953,대곡,18,0,618,277,2028,730,6320,1591,6694,3272,3767,1632,2590,1500,2210,1830,2762,1934,2881,1874,2740,1885,2610,2153,2964,2520,3724,2682,5080,4028,2165,3522,1386,2089,1388,2164,930,2171,582,1753,97,851,0,0,0,0,0,0
Dec-19,일산선,1954,백석,67,1,4226,2360,9567,6886,23790,13150,25794,29592,20632,19501,18506,16733,19966,17126,21358,18360,21636,21252,21700,21219,24473,22177,26000,24804,28859,27559,31744,32371,18974,29980,15620,18134,16094,15291,11374,14132,4806,10683,801,3973,0,2,0,0,0,0
Dec-19,일산선,1955,마두,24,0,2826,1559,9210,4964,17022,8020,17764,24145,15428,17519,16188,13850,16777,14803,15968,13362,16908,17245,16680,16860,18232,17183,19843,17317,20582,17617,22832,20973,11971,19348,7649,11953,7304,10513,6002,10588,1881,8158,298,2895,2,5,0,0,0,0
Dec-19,일산선,1956,정발산,78,0,2540,1139,4945,3778,8712,6790,10468,20565,8972,22723,9713,16822,12203,17661,13743,17030,16167,20991,18711,19647,20627,18080,22253,19725,25773,20494,30810,25901,17150,21351,17834,12021,14767,9095,12426,7678,5065,5641,878,2194,0,22,0,0,0,0
Dec-19,일산선,1957,주엽,37,0,4745,1280,15598,4083,26613,8013,27581,16709,22563,16419,21631,14582,21478,15268,21066,15284,19539,19467,18878,19252,20595,22262,22544,22866,21225,24907,18162,28954,10046,28040,8854,17930,6834,15823,5903,15178,1810,11166,264,4645,2,169,0,0,0,0
Dec-19,일산선,1958,대화,202,2,7075,1474,28204,6116,72668,14481,54536,21828,38963,17444,31501,14944,28418,15468,26707,17842,25436,19075,24032,19554,26584,23609,27910,22204,30773,30252,29317,34519,15973,37031,11969,26075,10683,23147,6975,24053,2948,16661,758,7032,14,1275,0,0,0,0
Dec-19,중앙선,1015,회기,659,5,11987,4387,20838,13789,57548,30953,77444,63823,53488,48091,45360,44042,46542,39646,51728,42366,53549,45881,54469,45164,59532,44933,67824,49219,75590,63897,65564,83867,41064,69577,36889,45729,38370,47906,34871,47484,20850,36447,1356,10693,2,322,0,0,0,0
Dec-19,중앙선,1201,중랑,98,1,5882,521,8821,2539,23915,3791,22912,6712,13793,5422,11681,5383,9697,5489,10556,6704,10196,7221,8930,8496,8652,10872,8908,12376,8682,13984,8830,22125,5702,18596,3995,11340,3597,9923,2605,10265,1310,6251,108,1500,0,0,0,0,0,0
Dec-19,중앙선,1202,상봉(시외버스터미널),472,4,6339,858,8223,2513,22306,4846,24608,8859,14407,6654,11065,5772,9506,7110,10232,7882,9372,8948,9404,8696,9716,11097,10868,12278,11537,16236,11917,20952,7050,20876,6900,11911,5442,10992,4530,11634,1970,7641,292,2513,0,0,0,0,0,0
Dec-19,중앙선,1203,망우,177,4,7605,670,11419,3200,30635,5492,27078,14001,17337,9913,14434,10411,13525,10984,14510,12218,14286,13053,14073,14089,13864,16018,15634,18681,16400,20648,15898,27227,10199,24706,7009,13853,6552,11779,4686,12256,2178,8986,135,2113,0,0,0,0,0,0
Dec-19,중앙선,1204,양원,34,0,1372,344,2021,2268,5965,8859,4360,5830,3462,2617,3211,2519,3450,2256,3605,1920,3544,3025,3971,2475,3682,2511,5482,2818,3962,3187,2717,3685,1360,3601,848,2483,799,1769,509,1926,141,1245,14,263,0,0,0,0,0,0
Dec-19,중앙선,1205,구리,676,11,9294,1833,18589,6495,59960,11516,51322,21141,29880,19688,23542,16228,24461,17170,24734,18001,23617,22511,22200,22861,23000,24275,26776,30795,28760,39117,26579,50747,15830,49664,15450,29704,10583,24946,9354,26164,3395,19811,335,4552,0,0,0,0,0,0
Dec-19,중앙선,1206,도농,713,4,6887,1160,17182,4601,52212,7629,46347,13330,26409,7691,20993,6499,19374,7699,18115,8636,15938,10167,13995,12733,14481,12889,16408,21964,17501,22433,14118,34538,7377,33896,5296,20723,4219,20117,3387,18506,1354,14550,235,5675,1,0,0,0,0,0
Dec-19,중앙선,1207,양정,89,0,349,146,756,903,2333,1743,1983,3393,1357,1136,1113,1065,1136,980,1179,655,1446,989,1478,828,1432,959,2059,1244,3097,1190,3095,1768,1077,1344,665,917,544,805,219,764,72,552,22,225,0,0,0,0,0,0
Dec-19,중앙선,1208,덕소,1568,14,3402,745,9514,1991,25775,3756,26502,7509,16566,5460,13774,5737,13202,6271,11183,6720,11527,9668,10079,8221,9862,12211,10412,14603,10376,16186,8756,20995,5082,21852,4032,14791,3215,11020,2600,12641,1343,10073,297,4158,0,0,0,0,0,0
Dec-19,중앙선,1209,도심,0,0,1612,552,5222,1108,14940,1598,11435,5657,6993,2036,5177,1782,4708,2382,4760,2211,4008,2314,3351,2525,3791,4411,4082,3368,4300,5643,4396,7517,1803,7096,1417,4109,1153,3683,967,5001,380,3150,109,968,0,0,0,0,0,0
Dec-19,중앙선,1210,팔당,1,0,190,38,433,397,1351,843,1410,1775,1026,3240,1007,2290,1106,2526,1078,2363,1212,1388,1775,1795,1969,1652,2346,1608,2628,1771,2211,1866,1873,1209,1607,623,1784,614,1047,561,261,309,25,79,0,0,0,0,0,0
Dec-19,중앙선,1211,운길산,0,0,195,111,708,369,1332,621,2096,1024,1108,1650,1282,1816,1151,1588,1125,1738,1431,968,1873,1101,1899,1041,2192,1192,2143,1068,923,1073,511,1225,642,734,322,707,142,806,72,609,8,187,0,0,0,0,0,0
Dec-19,중앙선,1212,양수,0,0,834,204,1918,722,6697,1880,4644,2711,4522,3293,4686,3015,3923,3127,3891,3097,3970,3596,3984,3778,4201,3490,4909,4520,4466,4919,2973,4540,1437,4192,1399,4192,885,3072,681,3552,293,1582,22,784,0,0,0,0,0,0
Dec-19,중앙선,1213,신원,1,0,120,14,241,72,507,137,461,453,354,303,397,362,471,361,402,242,411,244,502,280,510,300,475,435,381,415,405,397,117,293,114,267,51,236,29,187,19,111,2,66,0,0,0,0,0,0
Dec-19,중앙선,1214,국수,0,0,540,20,1010,159,2136,419,2141,2021,2201,1017,1767,1227,1724,1230,1799,1249,1803,1190,1708,1080,2027,1583,2246,1906,1288,1768,709,2030,433,1621,366,1660,318,1181,123,1184,83,967,16,331,1,0,0,0,0,0
Dec-19,중앙선,1215,아신,0,0,422,46,847,197,2193,494,1598,1329,1585,781,1612,879,1384,1015,1131,892,1161,1036,1267,1016,1300,1421,1367,979,1306,1663,1000,1874,583,1471,453,1280,324,1085,183,1179,126,859,13,393,0,0,0,0,0,0
Dec-19,중앙선,1216,오빈,0,0,184,4,507,219,963,243,1032,496,1072,271,965,403,653,391,627,386,590,450,509,455,510,788,567,650,743,1013,446,1102,221,702,124,557,76,539,41,602,23,374,1,151,0,0,0,0,0,0
Dec-19,중앙선,1217,양평,49,9,1316,65,2384,1560,9299,3349,5997,7732,6458,5304,7018,5241,6249,7023,7583,6302,7710,5874,7126,6917,8498,6350,7381,6717,7794,9118,6425,7332,3350,6209,2944,5751,2733,3881,2012,3755,988,5001,135,1717,3,3,0,0,0,0
Dec-19,중앙선,1218,원덕,23,0,299,5,460,68,1198,274,1241,379,1381,407,1169,469,805,772,808,611,739,388,831,725,881,866,726,967,561,1295,483,1047,252,730,123,584,103,780,68,469,14,393,3,268,1,0,0,0,0,0
Dec-19,중앙선,1219,용문,264,4,966,10,2328,432,3692,1601,5370,3443,4451,2148,5021,3524,3773,6873,5070,7713,6664,4426,7162,5830,8093,5416,6393,4182,3836,5360,2849,4238,1395,3118,1056,3651,778,2206,504,2367,158,2249,0,1069,0,23,0,0,0,0
Dec-19,중앙선,1220,지평,0,0,0,0,0,0,298,217,215,73,1,0,342,292,0,0,0,0,1,0,0,0,2,0,712,491,1,0,27,73,59,104,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dec-19,장항선,1401,봉명,7,1,921,335,1667,948,2384,3502,2651,3575,3249,3538,2724,2107,3185,2834,2869,1593,2558,2851,2541,2099,2938,2410,3003,2180,3401,1643,2063,2950,1440,2100,1057,1310,727,1079,498,1363,441,676,68,476,0,0,0,0,0,0
Dec-19,장항선,1402,쌍용(나사렛대),2,0,1759,323,3652,722,7423,1734,6717,4677,5841,4433,3816,3065,4041,3987,3995,3603,4779,4604,3819,2535,5606,4794,4766,4075,5712,5407,4195,6404,2820,5928,2912,4551,2068,3133,1617,3347,851,2734,279,1577,0,0,0,0,0,0
Dec-19,장항선,1403,아산,2,0,622,680,1858,2800,6917,4474,5294,5699,5396,5164,4089,5394,4842,6167,5241,4752,5254,6524,5815,3998,8550,7052,6621,3566,8128,8333,9943,6656,7089,6586,5509,4655,6135,2973,4068,2459,2792,1966,848,955,0,0,0,0,0,0
Dec-19,장항선,1405,배방,4,0,844,137,1308,828,3289,969,2608,1677,3075,1083,1832,1222,1876,1689,1783,1129,2077,1884,1710,1298,1942,2498,1751,1602,2579,3465,2443,2946,1304,2271,1284,2483,1010,1624,655,1369,473,1645,202,738,0,0,0,0,0,0
Dec-19,장항선,1407,온양온천,7,0,1885,742,4368,2678,8534,4909,10315,8735,11496,8393,8149,12337,9935,16077,13599,14599,12941,10139,17808,11157,12843,11305,12032,8000,10100,9302,9760,11677,5146,7624,3828,7457,3204,5574,2117,3821,1334,4103,363,1976,0,0,0,0,0,0
Dec-19,장항선,1408,신창(순천향대),22,0,846,83,1172,394,2295,2143,2087,6070,2856,4629,2221,3157,3359,2820,4674,3600,2814,2024,5863,3638,4097,2099,6800,3245,5084,2457,5313,3278,2375,2613,1793,2902,1633,2754,1198,2413,548,1826,126,1247,0,0,0,0,0,0
Dec-19,경의선,1251,서울역,1,0,733,12,850,6318,2356,20027,3325,42338,1920,21741,1793,9056,2370,7156,3250,5451,4281,7309,5047,2974,6010,4735,9326,4039,14255,7590,31685,8052,12647,4582,10524,3744,4833,1524,2239,232,3301,1643,1,169,0,0,0,0,0,0
Dec-19,경의선,1252,신촌,0,0,210,12,307,1027,444,2684,603,8349,634,3527,593,2490,791,1781,1166,2261,1178,2134,1396,1528,1628,1318,2636,1182,4395,2354,3918,2612,1952,1444,2131,948,1815,449,1843,227,847,484,3,80,0,0,0,0,0,0
Dec-19,경의선,1261,효창공원앞,4,0,607,242,1740,2076,4650,4297,6849,16709,4744,10448,3768,5524,3794,4188,4065,3972,4287,3781,4365,3953,4967,4186,6252,4701,7957,5257,13607,7865,6536,6230,4183,4495,3390,4180,3036,4541,1580,3157,164,633,0,0,0,0,0,0
Dec-19,경의선,1262,공덕,25,0,518,155,1987,1485,5036,6753,5621,19965,4830,8439,4599,4223,5172,3932,5522,4410,5966,3568,6107,4045,6158,4122,7010,4990,9977,6125,18101,8423,8219,5528,6852,3670,7441,3731,6903,3431,3622,2132,422,684,0,0,0,0,0,0
Dec-19,경의선,1263,서강대,2,0,571,116,1841,1581,2766,3361,3886,8298,3265,6359,3001,5256,3024,4205,3591,4374,3892,3882,4019,4239,4998,3983,5807,4079,6389,4951,6614,5197,4230,4050,4252,2584,4359,2510,4576,2257,2028,1598,196,360,0,0,0,0,0,0
Dec-19,경의선,1264,홍대입구,10,1,499,80,931,701,1479,1954,1930,7023,1592,6098,1597,4183,1760,4486,2148,6588,2545,5904,3058,6642,3825,5995,4866,6102,6225,7100,7560,8200,5697,6245,5455,3448,6934,2894,8662,2240,3728,1906,257,465,0,0,0,0,0,0
Dec-19,경의선,1265,가좌,0,0,2323,325,6844,2848,18957,3813,25296,8741,12709,7754,9929,6642,9703,5739,9536,8401,9136,8195,8586,9101,9236,9965,10400,11338,10535,13158,10213,16387,5876,14612,4579,8950,4011,8417,3059,6428,1238,6162,70,1241,0,0,0,0,0,0
Dec-19,경의선,1266,디지털미디어시티,0,0,899,279,2489,1401,8447,2201,9536,4622,4843,3822,3971,2672,3907,2755,3955,3340,3993,3131,3919,3222,4450,3639,4897,4360,6110,5956,6124,8858,3444,6990,2390,4400,2178,4509,1719,4083,1110,3221,133,759,0,0,0,0,0,0
Dec-19,경의선,1267,수색,0,0,499,294,1437,3041,2184,4352,3082,15751,2458,9786,2115,4185,2494,2791,2664,2929,2832,3315,3026,2879,3588,2831,4798,3296,7811,3491,13136,2987,5763,2217,3333,1495,2642,1501,2039,1225,830,926,48,310,0,0,0,0,0,0
Dec-19,경의선,1268,화전,0,0,539,333,1412,1197,3448,2695,6035,8362,4291,6735,4571,6494,3788,3919,5709,3944,4268,5861,5071,3723,5141,3323,7041,3854,7538,3299,7262,3764,3850,3925,2950,2956,2521,2554,2207,2448,1859,2351,224,1074,0,0,0,0,0,0
Dec-19,경의선,1269,강매,0,0,2009,225,5083,995,17947,1234,16994,3235,8292,1413,5795,1233,4911,1694,4517,2034,4103,2607,3383,2954,3225,3975,3372,5002,3781,6780,3991,9136,1666,10607,1089,6200,1041,5870,596,5518,298,4098,21,1759,0,0,0,0,0,0
Dec-19,경의선,1270,행신,0,0,3286,1176,12033,5602,40260,5673,36780,10874,17623,7366,13534,5102,14508,7047,12989,8010,11311,9765,9893,9477,9760,11452,14361,14565,15391,19586,12646,33158,7439,31734,7314,15152,6268,15710,6041,15100,3041,10719,580,4010,0,0,0,0,0,0
Dec-19,경의선,1271,능곡,0,1,2157,402,5886,2246,16572,2742,16541,6313,9606,3756,7078,3388,6480,3729,6249,4075,6366,4486,5193,5128,5395,6088,6158,6830,6752,9168,6329,11216,3510,10342,2475,7049,2197,6800,1523,6442,821,4832,55,2658,0,0,0,0,0,0
Dec-19,경의선,1272,곡산,0,0,215,217,547,497,1621,1156,1489,2710,1000,945,1002,675,697,750,788,836,963,890,1088,864,1231,821,1175,854,1437,933,1782,1597,626,1022,469,800,399,693,247,750,157,457,8,134,0,0,0,0,0,0
Dec-19,경의선,1273,백마,6,0,3353,1069,13634,3074,36341,6477,27897,12950,15674,6195,12047,5309,11247,4756,11213,6292,10135,7205,8992,8318,9696,9166,11112,12052,12510,13070,12939,24514,5881,23612,4130,14468,3858,13549,3343,13268,1286,10168,162,2780,0,0,0,0,0,0
Dec-19,경의선,1274,풍산,5,0,3346,402,9407,1985,24200,3888,20056,7562,13700,5847,10038,5242,9525,6168,9127,6718,8847,6634,8245,6510,9267,8225,9439,9717,9975,12610,9006,20000,5333,15367,4561,12511,5240,10636,3724,9283,1156,7916,137,2313,0,0,0,0,0,0
Dec-19,경의선,1275,일산,13,0,5986,917,19674,3338,50619,6813,36293,18199,21695,9180,16318,7236,16161,8134,17070,9948,14282,12392,13337,12913,14263,14467,16230,17944,14931,21433,13326,33060,7163,33143,5676,21073,4934,19284,4225,18608,1545,10420,256,6146,0,0,0,0,0,0
Dec-19,경의선,1276,탄현,29,0,5179,584,16082,2893,42049,6627,28425,10248,17687,6964,14340,5067,13408,6117,12056,7295,11281,8062,10351,9646,11339,11371,12235,12543,12259,20979,13441,27085,6704,31136,5907,18022,5668,16992,4476,14976,1863,8678,328,6177,0,0,0,0,0,0
Dec-19,경의선,1277,야당,12,1,3824,220,11995,2621,23181,4837,21822,8068,12442,5886,10933,4283,9651,5001,9216,5399,8070,6465,7945,7361,8722,8658,9332,10185,10847,16449,9004,19621,5895,20163,5361,12213,5581,11757,4996,10864,2226,7080,485,4445,0,0,0,0,0,0
Dec-19,경의선,1278,운정,37,0,2925,262,14774,3884,29891,5438,27552,9378,14752,4549,12519,4398,10368,5033,10013,6038,9221,6476,7921,7665,8274,9586,10769,12695,11059,16235,10049,20731,4618,20752,4215,12785,3444,12547,2790,11899,774,7563,118,3731,0,0,0,0,0,0
Dec-19,경의선,1279,금릉,39,0,2972,394,7601,2227,18013,5045,14316,10130,10702,5483,8760,4671,8488,4419,8454,4899,8446,6161,7358,6453,7100,8215,8443,9958,10025,12701,10404,15192,5267,15462,4917,8732,4216,8607,3824,7932,1124,6376,161,3522,0,0,0,0,0,0
Dec-19,경의선,1280,금촌,55,0,3394,247,9595,4130,21219,11122,23134,18003,15402,10744,13163,8985,12613,8214,13712,11316,13671,10905,12437,11406,12834,13224,16046,15136,15658,17796,17778,19800,9488,19705,7552,12193,6035,11061,4229,8712,1397,7542,202,3539,0,0,0,0,0,0
Dec-19,경의선,1282,월롱,18,0,473,29,912,2749,2126,8873,2829,12132,2387,4010,2172,2821,2922,1826,3420,2895,3928,2168,3022,1826,4274,2027,5065,2725,9019,2770,13859,2956,4603,3011,3415,2731,2101,3270,1061,2642,238,2523,21,1003,0,1,0,0,0,0
Dec-19,경의선,1283,파주,19,0,969,13,1422,484,3049,2200,4219,7366,2536,4028,2458,2843,3066,1409,3495,1853,2691,2048,2901,1418,3887,1421,4694,1630,6344,1701,5563,1867,1725,1979,1421,1803,1200,1396,567,1512,313,1147,9,484,0,0,0,0,0,0
Dec-19,경의선,1284,문산,1043,4,3120,11,8596,2727,18546,7097,20718,14707,13932,6828,11439,6584,10498,7441,10918,7799,10705,8806,10836,9094,10672,11824,10919,12583,13719,12980,12573,17324,5958,16768,4977,11519,4272,10009,2320,7694,467,6555,0,4835,0,0,0,0,0,0
Dec-19,경의선,1291,서울역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
Dec-19,경의선,1296,계양,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-19,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-19,경춘선,1311,신내,8,1,404,310,1122,1396,3186,3118,3120,3247,1976,1435,1762,1251,1737,1143,1834,1315,1820,1554,2048,1845,1872,1835,2485,2082,2485,2567,2112,2896,1125,2446,949,1449,842,1308,627,1108,348,793,7,284,0,0,0,0,0,0
Dec-19,경춘선,1312,갈매,8,1,1440,272,3370,1323,15838,2217,10652,5032,7108,2304,4399,2779,3333,1912,3825,2147,3549,2670,3581,3188,3360,4199,3778,3784,4983,5551,5099,6606,2647,10365,1954,5249,2460,3283,1321,4103,736,2522,5,1077,0,0,0,0,0,0
Dec-19,경춘선,1313,별내,38,0,872,925,2282,3387,8913,3759,8787,6395,5165,4354,4144,2957,3994,3361,4257,3489,4083,3296,4232,4182,4893,4959,6084,4610,6986,6529,5825,6578,3414,7733,2903,4332,2501,2923,2593,3045,1219,1946,37,471,0,0,0,0,0,0
Dec-19,경춘선,1314,퇴계원,2,0,2485,594,5438,1494,20421,3297,14819,5199,10461,2745,7757,2873,5787,3200,6549,3560,6128,3943,4616,4681,4834,5915,5176,7253,5475,8880,6137,13695,3470,11238,2328,7936,2114,6075,1403,6580,658,4227,52,1275,0,0,0,0,0,0
Dec-19,경춘선,1315,사릉,19,1,2019,783,5708,1855,17474,5421,14819,6811,8367,2894,6806,2670,5286,2763,5361,2856,5046,3325,3952,4017,4383,4121,4311,7288,6242,6665,7329,11103,3040,13593,2005,6010,1605,6350,950,6442,492,3910,50,1172,0,0,0,0,0,0
Dec-19,경춘선,1316,금곡,2,0,1239,348,2098,1025,5117,2184,5615,4532,3488,2410,3404,2099,2875,1663,2694,2316,2911,1950,2463,2698,3199,2340,2596,3377,3458,3481,4039,3991,1304,3729,855,1939,935,2267,709,2053,240,1491,13,393,0,0,0,0,0,0
Dec-19,경춘선,1317,평내호평,549,3,5051,1090,9190,2575,27764,4390,21265,8904,13589,7064,11607,6021,9505,5999,10808,7843,9385,7942,8676,10233,10153,10099,9627,11303,10638,18125,9862,18481,5885,22102,4672,11152,4754,10392,4353,8967,1948,7993,50,2916,0,0,0,0,0,0
Dec-19,경춘선,1318,천마산,15,1,951,213,3240,657,7776,1632,6373,1426,5365,1425,4170,1470,3322,1576,3315,1924,2461,2078,2564,2645,2164,3431,2132,3164,2101,4361,2042,5214,823,4810,739,3509,602,3115,414,2184,158,1592,18,405,0,0,0,0,0,0
Dec-19,경춘선,1319,마석,27,1,1359,454,6818,2797,16138,5635,11490,7674,9945,5344,8499,4492,7435,4349,7689,4801,6634,6091,6733,6257,6510,7845,7829,6462,6720,9876,8129,10279,3341,13128,2994,7701,2512,5700,1840,5683,720,2843,44,1399,0,0,0,0,0,0
Dec-19,경춘선,1320,대성리,0,0,211,60,747,184,1195,536,1123,1160,1173,803,1517,1042,2837,790,1559,867,980,1340,976,1883,1174,1305,1454,1620,1477,1301,1137,1158,497,983,400,741,232,521,156,551,94,287,2,6,0,0,0,0,0,0
Dec-19,경춘선,1321,청평,9,1,1038,96,1873,583,3689,1841,6057,3897,4157,3454,4640,2855,6275,2369,4384,3288,3815,3367,3624,4640,3283,3524,4085,5846,4472,5431,4457,4500,2561,4222,1962,2156,1249,2677,933,2134,259,1390,12,411,0,0,0,0,0,0
Dec-19,경춘선,1322,상천,0,0,173,30,327,115,541,136,902,632,639,477,493,539,708,504,627,475,718,493,733,455,720,585,768,764,601,588,309,604,174,465,75,368,67,322,41,246,11,159,1,65,0,0,0,0,0,0
Dec-19,경춘선,1323,가평,0,0,597,140,1768,745,2487,2277,4253,5671,3528,3436,4222,3835,5963,4215,3821,6118,3723,4038,3996,4562,4579,5085,5407,3508,6032,4203,4833,4248,1890,3388,1635,2119,1398,2050,824,1640,364,1221,14,442,0,0,0,0,0,0
Dec-19,경춘선,1324,굴봉산,1,0,25,1,75,27,193,90,260,325,284,412,269,490,480,358,324,345,310,301,308,242,354,342,344,224,366,314,150,249,105,185,67,178,64,114,24,83,30,38,1,26,0,0,0,0,0,0
Dec-19,경춘선,1325,백양리,0,0,73,10,53,33,76,459,175,900,149,310,275,657,626,820,561,675,470,413,510,482,678,461,723,371,1160,371,810,386,230,224,262,216,299,141,279,197,216,115,52,20,0,0,0,0,0,0
Dec-19,경춘선,1326,강촌,0,0,78,10,181,68,371,306,520,1389,618,1300,747,1388,1561,1168,1363,701,1170,854,1318,695,1537,787,1663,811,1436,628,795,752,358,534,327,410,212,414,98,395,51,326,6,43,0,0,0,0,0,0
Dec-19,경춘선,1327,김유정,4,0,108,4,148,61,470,373,497,583,495,1008,658,1647,787,1539,736,1187,1065,1011,1034,870,1511,892,1303,660,1289,569,613,426,236,338,152,254,100,189,37,216,17,146,27,35,0,0,0,0,0,0
Dec-19,경춘선,1328,남춘천,410,2,1376,11,3848,729,4610,2466,5607,4771,6624,5371,5646,3943,5397,8299,5591,9287,6948,5138,8325,6006,7284,5756,7369,5553,7034,8480,5437,4772,4092,9759,3347,4309,3113,3511,2175,5119,682,2533,10,1938,0,0,0,0,0,0
Dec-19,경춘선,1329,춘천,334,1,508,4,1889,318,2069,1257,2810,3324,3660,2895,3357,2865,3059,4597,3174,3784,4203,4110,5061,3087,5605,3938,6456,2837,5024,3293,3533,2802,2651,3808,1751,1736,1281,1723,711,1792,143,1251,5,891,0,0,0,0,0,0
Dec-19,수인선,1878,달월,0,0,2,0,30,59,101,42,92,481,77,291,66,53,62,61,55,45,73,78,114,104,127,56,326,68,784,75,284,100,58,55,35,39,33,27,16,32,11,25,2,3,0,0,0,0,0,0
Dec-19,수인선,1879,월곶,1,0,1024,247,3193,1306,9052,2325,9117,2704,5300,2797,4137,2451,4055,3639,4143,3733,4119,3567,4013,3745,3864,4353,4611,4958,5217,6939,5691,8798,3646,6123,2555,4516,2302,3915,1545,3956,931,2623,29,634,0,0,0,0,0,0
