사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec-19,8호선,2825,신흥,0,0,3916,677,6160,2550,12903,3259,17716,6498,11429,6321,8244,5599,8268,6226,8419,8219,8500,10020,8722,10345,9831,11099,10924,12906,11032,14164,9775,18598,6360,15972,5400,10423,4766,9745,3613,8824,1788,5877,369,1839,5,292,0,4,0,0
Dec-19,8호선,2826,수진,0,0,3728,670,6355,2916,15026,4407,22783,13730,14270,8589,10439,7038,9893,7883,11972,7243,10993,10896,9897,10263,11825,10608,13500,10634,13398,11874,10425,16689,6409,14173,5458,8993,4882,8866,3227,8919,1750,6021,267,2045,61,324,0,18,0,0
Dec-19,8호선,2827,모란,16,0,2042,553,2875,3316,9657,4496,13327,8923,7748,5778,6973,5603,7636,7070,9928,6903,10758,7559,11065,6985,11591,7781,13272,8258,12440,8916,11810,11031,6972,8035,5225,5064,5180,5144,4674,4545,2835,3031,831,1780,4,708,0,47,0,0
Dec-19,9호선,4101,개화,8,3,2231,195,6567,2307,14602,3414,10254,6026,4982,2818,4244,2017,3555,2448,3263,2375,3093,2242,3190,2393,3659,3171,4797,3149,6713,3760,7225,5451,3179,5720,2176,4093,1483,3211,687,2889,359,2189,166,989,3,168,0,0,1,0
Dec-19,9호선,4102,김포공항,20,0,1873,3216,3888,16711,9856,20488,13636,25129,11582,21242,10359,23434,12366,26923,14052,29189,16670,30783,20363,29330,23435,27464,21135,31807,25399,35490,29917,36959,23309,25362,21721,11096,19692,6961,19961,5529,7290,3903,304,2427,1,85,0,0,0,0
Dec-19,9호선,4103,공항시장,0,0,2993,290,4497,1442,8900,1917,9968,3765,6779,3643,5391,3777,4962,3596,5609,4066,5627,4510,5255,5310,5287,5833,5398,6835,5512,8355,5090,10584,3235,10913,2904,7213,2477,6494,1922,6712,958,5288,172,2290,22,23,0,0,0,0
Dec-19,9호선,4104,신방화,4,0,4436,664,11256,2760,28679,5179,29494,10839,17281,6581,13301,5832,11969,6669,12274,8412,11594,9181,10754,9254,11623,12582,11781,13603,11184,16663,11320,24405,6477,23706,5304,15005,4532,14181,3715,13992,1636,9753,293,3704,2,73,0,0,0,0
Dec-19,9호선,4105,마곡나루,1,0,3959,623,8587,6935,26293,9435,29532,32956,15541,18829,12222,11238,12723,10281,14559,11666,15415,12229,14637,12910,16308,14071,19608,15659,26370,22266,33729,33176,17002,30402,15715,18886,15879,17402,13287,17726,7328,13374,1100,5153,9,279,0,2,0,0
Dec-19,9호선,4106,양천향교,4,0,4842,939,9296,6567,27510,9010,29259,35576,16942,15111,13425,8965,13946,8261,15029,9901,13837,10502,13473,12133,14811,12192,17043,13948,21075,18114,30137,25758,12078,25467,8329,17556,8136,15489,5118,17888,2417,13295,523,4371,7,118,0,0,0,0
Dec-19,9호선,4107,가양,95,0,14300,1788,24140,9039,75650,24568,82091,42815,48562,27552,37205,19466,35014,20331,36331,21357,34394,27233,31244,29683,32688,32461,37535,39307,44473,46160,48453,67947,23383,65305,17219,42035,15880,40116,13198,39568,5234,27873,953,9647,9,445,0,1,0,0
Dec-19,9호선,4108,증미,1,0,2237,767,6992,3098,19545,7434,20956,32815,11872,10866,9806,7630,9831,7261,10457,8179,10684,9121,10405,9818,11346,12162,12298,12256,15421,13148,29916,20510,9872,18514,6672,9864,5635,9906,4500,9282,1875,7002,234,2251,4,76,0,0,0,0
Dec-19,9호선,4109,등촌,8,0,5128,831,12667,5081,36474,7518,46134,18026,23892,12930,18611,10273,18696,11252,18419,12523,17839,15236,17067,15476,17077,19892,19301,21423,20123,26664,20453,38056,10291,36222,8156,21526,6990,18719,5748,18606,3032,13260,576,4024,13,125,0,0,0,0
Dec-19,9호선,4110,염창,15,0,10944,633,24917,4951,75068,8379,87398,22820,49117,12569,32821,11465,28542,11894,28865,15610,27249,17807,22724,19885,22446,25602,23980,30186,27521,42203,29844,67283,15784,64387,11767,42268,10847,39448,8933,40546,4632,29757,792,9403,19,1496,1,91,0,0
Dec-19,9호선,4111,신목동,0,0,1919,355,5389,2013,18057,2657,19421,5258,9782,3020,7481,2542,6531,3232,6129,3764,5926,4808,5236,4637,5535,5296,6548,7002,7416,8422,7148,13607,3462,11429,2580,7471,2428,8213,2027,8227,972,5583,249,2282,7,183,0,0,0,0
Dec-19,9호선,4112,선유도,3,0,2049,1523,4932,4674,17488,10436,20749,37749,10855,14478,8456,7173,9290,7529,9766,7173,9805,8201,9413,7854,9740,8667,13136,10745,19369,12046,34833,19071,12909,15331,7992,9190,7267,8689,5440,8882,2413,5924,531,2590,6,75,0,0,0,0
Dec-19,9호선,4113,당산,14,1,7839,1682,17599,7725,48757,14588,62301,43299,37089,25112,29950,18856,30519,21051,33480,22528,31953,24626,30532,25263,30762,28750,33560,33376,42660,45208,52060,66088,29460,53334,23734,35992,22835,35500,20859,37762,11242,26994,2184,8227,58,684,0,2,0,0
Dec-19,9호선,4114,국회의사당,3,0,1027,1843,2086,11032,3964,41685,6920,152626,8058,68360,10529,32422,16697,25206,21662,25876,23325,29022,28967,23370,33656,18826,41802,19423,72008,21668,124331,23352,50514,11863,32959,6086,33230,5419,22625,4804,7954,3441,1350,1062,255,60,0,0,0,0
Dec-19,9호선,4115,여의도,5,0,2230,2158,4040,22611,9142,111122,11993,155524,13083,62795,14661,27424,21882,29058,22317,26685,28266,29622,30154,25217,36207,24735,48551,24979,113590,28967,139356,32670,59619,21768,44634,12041,45777,10085,32440,10078,11962,6721,2000,3125,19,453,1,36,0,0
Dec-19,9호선,4116,샛강,13,0,1104,834,2137,4312,4066,12444,5951,29239,4905,13519,5147,8768,6473,8567,6703,8055,7545,8449,8743,8578,10151,7849,11792,8854,19063,12304,28148,15323,11291,9180,9772,5417,9516,4311,8114,4405,4039,2757,840,1224,10,29,0,3,0,0
Dec-19,9호선,4117,노량진,204,2,15680,2451,22819,20167,61119,41276,97436,73313,57313,47531,39417,37284,40874,40833,46168,51901,54173,52919,50619,44978,52670,51341,57209,59812,64739,83430,74472,121569,45349,82267,46641,51929,56256,49770,66803,50334,25978,34317,2639,9940,34,323,0,9,0,0
Dec-19,9호선,4118,노들,6,0,3466,240,5191,1463,17090,2569,21531,4702,12629,4176,9805,4863,8388,3857,8895,4509,8574,5667,7285,6014,7054,8180,7448,8444,8267,10532,7668,16013,4324,12241,3366,8387,3191,8974,2440,8516,1097,5766,262,1722,40,49,0,2,0,0
Dec-19,9호선,4119,흑석(중앙대입구),9,0,3359,913,5907,5172,16162,11758,24143,24299,16979,19408,14921,19475,15638,15534,18015,16139,18414,17267,18302,15599,21106,17443,24486,18837,29021,22469,23593,33195,14734,23286,12797,15741,12855,14565,12027,14903,7355,11416,1496,3707,8,209,1,2,0,0
Dec-19,9호선,4120,동작(현충원),10,0,950,235,1576,1201,4853,1785,7264,2900,4069,2730,3186,2332,3589,2081,3767,1856,3403,2189,3179,2532,3266,2524,3930,2480,4028,3106,4297,4525,2050,3167,1706,2204,1661,2332,1262,2621,739,1696,141,1531,0,507,0,29,0,0
Dec-19,9호선,4121,구반포,6,0,577,182,1620,1831,4146,3325,6572,6635,4782,6148,4399,5692,4796,6067,5567,6474,6794,6749,7350,6316,7297,6826,7504,7282,8303,8780,9304,11172,5788,7562,5048,4420,5627,3908,4459,3983,1325,2918,207,944,9,29,0,4,0,0
Dec-19,9호선,4122,신반포,0,0,414,288,1761,2754,5229,6263,8621,8924,6281,6515,5536,5429,5161,4011,5457,4046,5885,5432,5362,4966,6531,6028,7812,5611,8775,6391,9167,8523,5284,6431,3508,3976,3229,3824,2517,4114,1008,2800,297,855,2,29,0,0,0,0
Dec-19,9호선,4123,고속터미널,9,0,2150,1582,4549,15737,14187,20645,20526,31159,16487,34008,15214,40936,19019,47746,23347,47518,26912,51269,30715,51219,36086,55376,40890,55901,42256,58745,41919,62754,35708,42909,32750,28445,27117,24686,20064,21938,7535,13405,1111,2837,13,91,0,6,1,0
Dec-19,9호선,4124,사평,20,0,802,202,2696,2213,9483,4347,12093,6493,7996,3608,5730,3057,5619,3097,5783,4166,5619,5512,5106,5785,6212,5932,7685,7271,8712,8292,8201,10651,4884,8727,2903,5671,2307,6024,1930,5722,805,3594,237,1275,14,31,0,0,0,0
Dec-19,9호선,4125,신논현,38,1,7238,1952,15216,16663,32469,44603,45211,103007,34806,106628,32013,64435,38688,56757,46300,56094,53141,64275,56474,58879,65019,59449,75502,69281,96950,85882,126964,131813,91736,95733,73680,44542,86018,37464,90185,33632,51421,20966,9793,5271,56,1191,0,0,0,0
Dec-19,공항철도 1호선,4201,서울역,81,0,5829,1548,6899,13797,14700,19729,21096,29942,19556,27394,20878,23072,28186,22586,31271,26492,30956,22188,23321,23523,35436,21990,33884,25762,37571,24644,39305,27564,31118,23804,22557,17875,23127,15281,17427,11658,9175,6549,174,4073,0,0,0,0,0,0
Dec-19,공항철도 1호선,4202,공덕,60,0,1570,126,2443,1251,5885,2994,6048,10622,4062,5900,3212,3735,3468,4046,3766,4356,3581,4606,3408,4171,3701,4686,4069,5419,5511,7923,9379,13050,4559,8838,3486,5629,3733,5297,3067,5909,1873,4436,117,1956,0,0,0,0,0,0
Dec-19,공항철도 1호선,4203,홍대입구,228,9,5318,508,6749,3653,11237,8172,16039,23534,14785,23395,17062,18672,18110,21073,18629,27855,19735,28231,20868,27794,23532,27878,28040,29356,34631,34679,38590,44085,30549,34057,28328,19962,33259,16767,35015,14876,18209,12543,1774,3824,1,0,0,0,0,0
Dec-19,공항철도 1호선,4204,디지털미디어시티,56,0,3356,792,6711,5517,17593,23387,19832,88190,12487,41472,9555,16157,10780,13171,12496,13207,14115,15229,15130,11999,17695,11681,21656,12957,38285,16593,88161,24214,35300,17164,21334,10356,20467,8850,16711,8809,7969,6267,1048,3741,0,10,0,0,0,0
Dec-19,공항철도 1호선,4206,마곡나루,11,1,1296,715,2861,6729,9280,14326,12077,40780,6150,22033,4342,7688,5444,4651,6664,5054,5986,5622,6024,5244,8426,4954,14079,5645,35869,7234,33096,11090,12909,8320,8008,5355,6581,5309,4759,5490,2095,3876,449,2854,0,0,0,0,0,0
Dec-19,공항철도 1호선,4207,김포공항,18,1,2018,2054,3584,11388,7299,23115,15033,23110,17054,11040,16348,10974,19614,11730,19527,13237,24208,12298,26976,11593,25400,10607,20466,12831,28255,13677,34623,13312,24815,9311,20929,4436,20213,3107,21135,2443,9501,1755,278,1358,0,17,0,0,0,0
Dec-19,공항철도 1호선,4208,계양,11,0,8867,606,21239,3720,58850,3974,49566,6476,27444,5562,20824,4101,18341,4929,16978,6175,14431,7995,12193,9953,12094,12701,13225,16800,13579,22200,10993,38649,6335,40646,4446,27423,3830,24259,2955,28156,1409,17313,249,5259,0,0,0,0,0,0
Dec-19,공항철도 1호선,4209,검암,1353,24,9551,590,17052,2880,41907,8026,32378,15837,17337,6074,13004,4954,13267,4411,12516,5987,10749,6854,9496,7997,9592,9509,10622,12480,12212,16013,17129,27468,6552,30497,5576,20418,4799,16806,3401,19894,1655,13420,284,8659,0,0,0,0,0,0
Dec-19,공항철도 1호선,4210,청라국제도시,146,0,4761,268,16787,3589,33939,7927,20876,19370,12883,5163,10687,3539,10647,3504,10181,4635,9015,5755,7826,6216,8382,7810,10212,10569,15257,13239,21693,21316,6164,24390,4366,14954,3714,14593,3144,15038,1252,11743,215,3654,0,1,0,0,0,0
Dec-19,공항철도 1호선,4211,운서,45,1,10968,640,11772,7038,19175,10522,20159,15963,12941,10932,12963,5741,15433,5990,16477,7264,12547,8977,11922,9836,12149,13605,14278,14400,17795,16862,15380,24340,8619,20342,8699,17274,8886,18970,7193,19435,3346,14198,422,6554,0,0,0,0,0,0
Dec-19,공항철도 1호선,4212,공항화물청사,6,0,683,577,2171,7310,2017,15646,2760,28278,3044,4411,866,2316,871,3910,1135,3725,1651,1715,2358,940,3197,1056,5046,1512,10184,1472,20601,1105,5339,3298,3540,3543,4961,1257,2995,417,917,222,6,68,0,0,0,0,0,0
Dec-19,공항철도 1호선,4213,인천공항1터미널,0,0,12589,8527,15602,18067,18932,38172,22868,42747,21159,28545,18681,23968,22389,31751,25809,40374,29116,34321,33094,36785,41172,25646,38012,32598,39122,29587,41603,27791,27656,25883,27349,21274,28930,13381,30240,10012,18126,7203,49,8617,0,0,0,0,0,0
Dec-19,공항철도 1호선,4215,인천공항2터미널,0,0,5197,3926,6374,7785,6605,15200,7737,14891,8364,9087,4366,9229,5642,10646,10164,13337,6937,9627,9300,8529,11909,10888,14424,10224,20063,11710,21718,6971,10579,3659,10234,2505,10261,2672,6502,1441,3279,995,2,959,0,0,0,0,0,0
Dec-19,공항철도 1호선,4217,영종,6,0,2562,154,6144,1780,10651,2337,8928,3466,7091,2504,6805,1847,6391,2816,6049,3151,5356,3626,4761,4327,4665,5574,5334,5737,5736,7688,4250,9349,2672,10253,2102,7214,1915,7725,1338,7591,789,5708,126,3151,0,0,0,0,0,0
Dec-19,9호선2~3단계,4126,언주,7,0,1907,1109,3345,7757,5974,15166,9551,47855,9187,38563,9824,20059,11881,12888,13804,13029,13483,14148,15666,13257,17474,13198,22182,13273,32869,16784,50081,18991,25368,13906,16478,8906,15775,8165,12151,7494,5345,5784,913,2424,4,212,0,0,0,0
Dec-19,9호선2~3단계,4127,선정릉,4,0,1015,989,3808,5202,9210,13376,10679,50499,8208,42498,7790,19389,9220,14876,11347,13311,12281,14901,13951,14288,15306,12366,17936,13585,25017,15053,47532,17449,28135,12935,15726,8261,14963,8760,12866,8341,5426,5272,1007,2214,17,129,0,0,0,0
Dec-19,9호선2~3단계,4128,삼성중앙,3,0,985,379,2444,3789,5219,11069,6763,36549,6014,25129,6106,11948,6793,7858,7728,8375,8718,9008,9960,7757,10496,8807,12776,8712,19715,11073,35855,15566,17245,10115,10608,6345,10343,5340,7780,5082,3686,3781,729,1189,17,32,0,3,0,0
Dec-19,9호선2~3단계,4129,봉은사,13,0,1692,1455,5089,10917,9769,31957,10804,98113,10841,75946,12120,50553,18560,51480,25329,47574,31801,48687,38150,47420,46235,39926,55907,39361,77761,39376,107373,38320,64047,24662,48819,12188,48533,10661,38029,10023,13497,6255,5072,1517,316,32,0,0,0,0
Dec-19,9호선2~3단계,4130,종합운동장,9,0,1360,317,3656,1888,9511,4262,12465,9211,8552,7471,6282,5166,7038,5120,7317,5794,8014,6617,7441,6701,8050,7627,9330,8455,12064,11180,13682,16738,8371,12550,7796,7247,8928,7126,8694,7180,5167,4991,636,1551,16,69,0,0,0,0
Dec-19,9호선2~3단계,4131,삼전,1,0,3313,362,5667,2212,15714,3324,26093,8332,17544,6156,10805,5810,9676,5877,10110,6600,10452,7050,8995,8424,9036,9171,9983,10873,11677,15415,12853,21947,7443,19766,5776,13454,4718,12858,4268,13029,2171,9783,391,3272,8,718,0,0,0,0
Dec-19,9호선2~3단계,4132,석촌고분,0,0,2209,320,4709,1627,13338,3727,22627,9239,14593,7471,9896,5424,9190,5097,10059,6122,9109,7430,8416,7193,8499,8628,9794,9370,10715,12491,12132,19321,6563,16904,4689,11296,4445,10926,3831,10892,1783,7623,284,2482,4,45,0,0,0,0
Dec-19,9호선2~3단계,4133,석촌,7,0,2653,241,7674,1774,20316,4247,27002,8599,18153,8290,12281,6822,11379,7137,11672,7508,11946,9451,11311,8933,11655,9817,13551,11765,15482,14380,15485,22223,9822,20326,8229,11784,8706,12846,7565,13108,3421,8336,844,2643,21,43,0,0,0,0
Dec-19,9호선2~3단계,4134,송파나루,1,0,1708,275,2766,1760,10021,2552,13412,8262,9100,6508,6099,4875,6062,6331,6693,6702,7320,8075,7135,7008,7734,7963,7857,9832,9400,11967,11798,18369,6946,15145,6274,7416,6482,7232,5398,7119,2458,4803,542,1758,11,43,0,0,0,0
Dec-19,9호선2~3단계,4135,한성백제,1,0,1021,306,2271,988,5632,1470,7715,4957,4695,5026,4091,2974,3890,3017,4264,3139,4146,3346,4164,3875,4608,3683,5027,4280,6332,4590,7266,6465,3050,5730,2646,3707,2796,3497,2161,3873,917,2380,185,833,23,33,0,0,0,0
Dec-19,9호선2~3단계,4136,올림픽공원(한국체대),520,4,8859,498,6047,3776,13004,4687,16173,14168,11202,8591,8891,8544,9575,8450,10019,10920,9878,13714,9594,17802,10910,22450,13509,27325,15647,31936,17547,24984,13531,20607,18736,13464,32196,14304,30083,15457,8176,9909,722,2300,139,70,0,4,0,0
Dec-19,9호선2~3단계,4137,둔촌오륜,1,0,280,75,700,1120,2485,3274,3419,3561,2426,1134,1753,948,1689,1090,1467,869,2142,1154,1861,1096,2406,1404,4238,1475,2573,1931,2275,2624,954,2284,600,1474,664,1475,533,1635,179,1008,72,285,3,53,0,0,0,0
Dec-19,9호선2~3단계,4138,중앙보훈병원,6,1,2208,472,9192,5144,30494,9909,32377,17212,21138,12338,17078,13795,16639,9765,16513,11266,13133,14119,16459,12398,17621,13018,17817,12134,20876,15318,16041,23153,7506,21430,5523,12486,4539,13601,3305,14258,1251,9843,189,2581,2,269,0,0,0,0
Dec-19,우이신설선,4701,북한산우이,11,1,1304,597,2405,2326,9384,2522,9520,4102,6442,7447,5044,7941,5122,6896,6218,6218,7314,4719,7741,4128,7512,4108,7343,4538,5631,5024,3691,5955,2466,5590,1833,3676,1481,3193,864,2948,508,2026,245,885,3,62,0,3,0,0
Dec-19,우이신설선,4702,솔밭공원,55,3,1698,380,3473,919,10060,1522,9081,3435,6904,2268,5651,2431,5091,2543,4801,3188,4420,3511,4035,4119,4245,4560,4288,5504,3691,5884,2811,7092,1806,7493,1329,4559,752,4353,694,3953,318,2970,62,986,3,37,0,9,0,0
Dec-19,우이신설선,4703,4.19민주묘지,3,2,1332,291,2996,1033,7789,1638,8248,7048,6667,5333,5715,5865,5381,5250,6222,5269,6536,5136,6465,5173,6437,5157,7492,5464,7253,6061,5154,7153,3363,7645,2650,4662,2109,4148,1558,4037,718,2787,186,909,0,21,0,6,0,0
Dec-19,우이신설선,4704,가오리,9,1,2082,221,5371,1520,16731,2439,18324,4705,11667,4219,9848,4324,8636,4661,8722,5613,7517,6111,6497,6850,6249,8260,6206,9952,6411,10267,5377,13129,3438,13348,2282,8945,1667,7430,1197,6936,668,4473,210,1469,0,26,0,13,0,0
Dec-19,우이신설선,4705,화계,6,2,1679,481,3701,1216,12245,2133,13611,4540,9329,4197,7059,5072,7099,4818,7770,5068,6909,5130,6250,5309,5722,6121,5647,7251,5239,7507,4327,10094,3280,9613,1816,6017,1706,5248,1099,4824,576,3151,155,1046,5,15,0,11,0,0
Dec-19,우이신설선,4706,삼양,2,1,1061,242,2310,882,6639,1238,7361,3584,5290,3367,4536,3018,4363,2727,4302,3253,4387,3678,4174,3898,3301,4799,3635,5317,3323,5170,2953,6453,1871,6322,1389,4077,1137,3510,717,2990,272,1970,93,650,11,12,0,0,0,0
Dec-19,우이신설선,4707,삼양사거리,4,2,1015,250,2546,921,6501,1640,8580,4166,6213,3541,5375,3753,5011,3926,5331,4160,5475,4405,4431,5057,4519,5662,4502,6207,4383,6335,3826,7654,2683,6813,2010,4110,1481,3377,1213,3048,595,1707,107,644,1,9,0,0,0,0
Dec-19,우이신설선,4708,솔샘,3,2,2792,318,8310,1411,29233,2355,29445,4469,18472,3451,12736,3683,10303,4118,10578,5364,9440,6183,7961,7268,7269,9173,8168,11618,7808,13872,6199,21154,3872,21500,2640,12927,1914,11528,1699,12231,867,7369,230,2894,2,47,0,0,0,0
Dec-19,우이신설선,4709,북한산보국문,3,0,2011,646,6016,2417,20787,5693,22879,8972,16768,7190,13224,6395,11734,6010,11603,6492,11433,7504,10207,8286,10592,10206,12250,11854,11946,14845,11135,19757,6986,18182,4425,11743,4106,11025,3462,10567,2005,7529,538,2239,20,46,0,0,0,0
Dec-19,우이신설선,4710,정릉,1,0,1839,759,4888,1782,13372,3260,12561,6141,13194,4885,10229,4807,9481,5192,9661,5962,9495,6633,8108,7017,8191,8335,8560,9856,9300,11263,8566,14892,5106,12223,3349,7911,3211,7372,2266,6457,1064,4206,388,1207,1,33,0,0,0,0
Dec-19,우이신설선,4711,성신여대입구(돈암),1,0,771,249,1144,1271,3788,3509,6781,8825,5211,8176,4604,7397,5169,7697,6709,7903,6847,8921,6952,8836,8391,8878,8933,9556,9353,10965,9981,13598,7491,9453,6598,5564,7460,4501,7117,3594,3649,2640,853,790,10,32,0,4,0,0
Dec-19,우이신설선,4712,보문,9,4,373,141,735,825,2142,2787,4206,5006,3382,3471,2929,2463,2847,2616,3112,2648,3426,2896,3144,2625,3200,2974,3773,3463,3844,3585,4553,4096,2607,3071,1921,2155,1425,2072,1276,1973,651,1340,176,465,3,18,0,2,0,0
Dec-19,우이신설선,4713,신설동,17,0,765,958,887,1761,1277,5346,2199,13796,1840,7411,2058,4297,2426,3822,2835,3930,3041,4233,3542,3055,5121,2611,6033,2521,7468,2598,10429,2132,5118,1400,3211,1033,2927,972,2242,920,1082,789,194,719,9,138,0,2,0,0
